Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Summary,Text,Sentiment,Timestamp
554166,B001H0G5HY,ASQCMXG2MYAX8,"DC_traveler_gal ""DC_traveler_gal""",0,0,3,"Great product, but one came damaged","Amazon, what is wrong with your shipping lately?<br /><br />The Marzipan pig is really cute, i love the product. However, came poorly packaged. One pig has a broken off ear form not being padded well in the box. Not exactly what one would expect from the highly priced decorative marzipan figurine.<br /><br />Disappointing.",positive,2011-09-06
559222,B000245ZYU,A1A2DJKQGS6HMJ,Anna,1,1,5,excellent item,"Just received this gift as a New Year's present and we are very impressed. High quality vegetables, presented well, and includes recipes.<br />Definitely will order as gifts for others as well as for myself.",positive,2007-12-28
442944,B0006345PW,A3IE3TQ79W0YOR,Ryan Johnson,8,14,1,Please avoid!!,"Please do your research on pet foods and what is actually good for your cats.  Hills science diet is a horrible food filled with horrible ingredients.  They charge an outrageous price because it's the #1 vet recommended food.  This is a joke and the only reason why it's rated #1 buy vets is because Hills gives money to soon to be vets to help them go through school.  Then they sell the cat food to them cheap so they can jack up the price and make a nice profit off of your marketing foolishness.  Read the back of the labels of Hills brand and you will see that most of the top ingredients are grains or cheap meat by products which are the feathers, bones, unwanted organs from animals, basically all of the stuff we wouldn't eat.  Please try another brand like orijen or evo.  your cat will thank you.",positive,2010-08-03
436718,B008O3G2GG,A2LIPLT5LJTN5B,autumnphoenix2,0,1,5,Hilariously awesome product!,"I didn't really know what I was getting when I chose to receive this product, but I love getting my dog new things. I thought it was really funny when I opened it- it looked like a roller-style deodorant! But I tilted the product to get the juice by the roller-ball and let my dog lick it. She loved it and caught on very fast!<br /><br />If you're looking for a treat you can give to your dog and then walk away, this isn't the one. You have to hold it so that he/she can lick it; they cannot eat the plastic part. I think it's a great treat for training. It's easy to carry around and ""operate"" (uncap, tilt, hold in front of dog). I'm using it to teach my dog simple things...she's learning to stay right now, and so I tell her to sit, I walk away, and when I let her come to me, she gets a few licks. It works like a charm!<br /><br />Of course there's the chance that your dog may not like the flavor or might try to chew the bottle instead of licking it. If you're lucky enough to have a dog that likes it/licks it instead of chewing it, it's a great treat to add to the mix! It's something different and new!",positive,2011-09-26
390572,B002ZF43WE,AJRTYW71BXI6H,A. Kowalik,1,1,2,Lost Quality After First Order,"First batch were great.<br /><br />Second batch reeked of bleach. Told amazon, no return available so stuck with a bad box. This one batch made me wonder how bad the quality control is for these Green Cow products. Decided not to take a chance again. Have never had these issues with the Chunky Chews brand.",negative,2012-10-14
144508,B000WFUFNK,A251QCDFN5CFD4,Heather,0,1,1,"Horrible Smell, My Cats won't eat it!  Expensive!",I am sorry I purchased this. I am not sure what made me try it.  My cats really hated it and I am stuck with a bunch of cans of food.  I am disappointed.,negative,2010-11-15
168001,B001AHL6CI,AO4VO7QH9HS8K,"Teri ""T.T""",1,1,5,Delicious!,I needed more iron in my diet and have been trying to watch my weight. These chips are wonderful.  They have all the healthy elements I need with the satisfying 'crunch' I crave.,positive,2010-10-07
532348,B001B0C9Q6,A3K6G7DUGT0M0L,"Sandra Champagne ""A Customer""",1,1,5,amazing product,"Within two weeks of using Schultz African Violet Plant Food my violets are producing gorgeous abundant blooms, which are notably larger and richer in color.  I highly recommend it. A tip:  Water your violets approximately every other day and never let them stand in water.  Better to let them get little dry than to over water.  And they will flourish on a window sill with the proper light.",positive,2011-06-23
226511,B000A3I3BA,A2G1R6BIEB7LRG,James Oleary,8,8,4,decent mixer,The mixer works quite well once the overall jar has been mixed a bit.  It does not work well to initially mix the whole jar.  The bottom nut butter needs to be stirred up and loosened slightly first,positive,2007-05-09
565837,B003NDF1MI,A2UAOB2Q7PD5OS,tolepainter,1,2,2,popcorn,"the baby white popcorn has lots of hulls when popped, very small kernels and scorched the bottom of my new whirley popper. I've had several poppers and this is the first time one has scorched and the first time I've used the Wabash corn. shipping charges were very high for a relatively inexpensive corn.",negative,2011-03-04
290698,B003ZT817W,A1TB1FUZ9COWFU,LoveaNurs2,1,2,5,WHAT ON EARTH!!!,"This coffee sells for 3.00 a can at Wal-Mart!  This is not a deal at all.  6 cans would only cost....well you do the math.  I live in in the Panhandle of NW FL, and it is still being stocked.  Great coffee, in fact, I need to head over there and get me another can  :o)",positive,2011-04-26
367854,B003B3OOPA,A276BKCK4ZE7EW,"Bon ""Loves FurBabies""",11,11,4,Anxious to Test Long Term Benefits,"Received my Coconut Oil yesterday, opened immediately for a taste.<br /><br />1. Pulled off the safety seal and the aroma of fresh coconut wafted out-very pleasant<br /><br />2. Took a teeny, tiny bit of the ""oil"" (it's a solid) for a taste. With the aroma, your mind sets you up for MOUNDS...it is NOT.  It's very subtle and not at all sweet and it melts on your tongue faster than butter.<br /><br />3. I toasted a waffle to give it a real test---Most excellent, a hint of coconut and I added a dab of berry preserves....very good.  I have a friend who sautees shrimp in it and serves with a mango salsa---now doesn't that sound GOOD!<br /><br />4. I proceeded to put a small dab on the back of one hand and I do mean SMALL---VERY small...rubbed the BACKS of my hands together to liquify and then distributed over my hands and lower arms.  The dab was so small it was almost not ""there"".  My hands were so smooth it was amazing.<br /><br />More testing to begin on the long term benefits - right now - very happy<br /><br />** Update - one of the major reasons for purchasing this product are the multitude of health benefits for consuming coconut oil---I just discovered one that is ADDICTIVE.<br />Keebler makes a new wheatable NutCrisp small cracker: Crunchy Cashew...a little dollop on a cracker and it is absolutely heaven---you can easily get your 3 (recommended) tablespoons a day",positive,2012-04-24
299749,B004729SGO,APLRP2ZXVOS8K,A Sanders,0,0,5,No more fighting over the airline packets!,"I love these cookies, and so does everyone else I know. I used to hoard the packets you get from US Airways. Now I have a continuous supply from AMAZON. Yum!",positive,2011-11-19
315686,B0015YJD1C,A2JVU3YP9K7N4O,M. J. Mann,0,0,5,The perfect potato chips.,"I discovered these chips for the first time while vacationing with my wife in New Hampshire last fall.  Wherever I travel, I'm in search of excellent potato chips, and these clearly rank with the best I've ever eaten.  Taste wise, these chips have the right balance between the natural potato flavor and the French onion flavoring, with just the right ""crunch.""  And what truly amazed me was how such a great tasting chip could have so many natural nutrients and so few calories per ounce.  When we returned to Ohio, I ordered a whole box of the 5-ounce bags to give to friends and relatives this Christmas.",positive,2010-12-16
486092,B00008CQVA,A29JUMRL1US6YP,HTBK,12,14,5,Fantastic Food for Good Cat Health,"The pet food industry can be one of the most infuriating as you start doing research and discovering what trash manufacturers (and the vets who get paid off by the manufacturers) push onto the unsuspecting public. For reference, don't ask your vet - do some Internet research at sites like, for example, [...]. What you'll find is that even the supposed ""high-end"" lines from basically every major supermarket label are horrible for your fuzzy friends. People who trust the marketing or trust their vets overpay and feed their cats foods that are full of carcinogens, cheap ingredients that are inappropriate for a cat's digestive system, and byproducts that provide nothing of value and are basically a way to make cheap profit off of literal garbage. It's a tragedy, as these same cats end up with shorter lifespans, kidney problems, UTIs, cancer, and a host of other issues, all of which could have been avoided by a high quality food.<br /><br />This is an A-Grade food. What you'll find here is very high protein content, many meat meals, potatoes, salmon oil, flax seed, and no grains, which is great as a cat is not an omnivore, it's a carnivore, and it simply does not need grains. It has 50 percent protein, which is among the highest you'll see in cat food. The first 4 ingredients are all meats.<br /><br />What you will NOT find here is the kind of junk you'll see in things like Purina One and Science Diet - byproducts (aka beaks, feathers, bird feet), brewers rice (aka the waste product from making beer), wheat flour (a leading cause of pet allergies), corn gluten (a cheap waste of space), and things like ""liver flavor"" (because they don't want to pay for the real thing). I didn't just pull those ingredients out of the air - I was reading the ingredients list of Purina One. It's pathetic.<br /><br />Don't feed your cats trash. Pay a little more to feed them good food now, and they'll lead longer, healthier, more satisfied lives as a result. It's worth it.",neutral,2010-07-04
519069,B001E5DXUY,A23YMPKP9L23O7,Glady LaCrosse,0,0,5,Boston Tea review,"this is the best tea either hot or cold.  I am receiving radiation treatments for cancer of the parotid gland and have mostly lost my sense of taste however, this tea still tastes great!",positive,2012-06-11
461072,B0060JNAE8,A263D5U5H0PQRA,Kitzwilly,0,0,5,"Delicious, mid-priced oil","I use cheap oil to fry and saute and save the Zoe when making salad dressing, drizzling on veggies or spreading on toast. It's smooth, with a hint of spice and mild olive flavor. I like to try a lot of oils, some much more expensive, but I keep coming back to Zoe because for the money, I think it's the best-tasting oil out there.",positive,2011-10-23
506176,B001CWVZUY,A169B9KA8V4R1J,Anniegirl,2,2,5,Our ten year old doxie,"Our ten year old doxie...Annie NEVER, that's right, NEVER would eat ANY dry food UNTIL....Harmony Farms Healthy & Holistic Chicken & Brown Rice Adult Dog Food that we bought from you! Every day we are in shock when she finishes each and every nugget of this dry dog food! Amazon...you are truly amazing and we are so grateful that we bought this 17.5 pound bag of Harmony Farms Dog food from you...we'll be ordering again and again from you as soon as we head towards the end of the current bag.  Wow! So happy about this...",positive,2010-12-24
58663,B0013P3KC6,A2JA8M06BSJOL0,Scott T. Morrison,5,5,5,Great sugar substitute!,"This is a great sugar substitute that is almost identical to sugar. I am very particular about having sugar in my coffee with no after taste and Xylitol is the only sweetener that I have tried that is identical to sugar. I like stevia better though for quick dissolving e.g. for salad dressings and cooking enhancements because it disolves better in cold cooking and it's aftertaste is covered up, but for hot foods such as putting it in cocoa and coffee there is an aftertaste but not so with Xylitol. Also I like the crunchiness of sugar which Xylitol has, and really have enjoyed eating strawberries dipped in it,  not to mention cinnamon toast. I only wish that they could manufacture the product with a more finer texture like the consisteny of cane sugar. Xylitol makes a great maple syrup when heated with water and mixed with maple flavoring. It dissoves very well with heat, great for syrup for corn fritters,french toast, and pancakes. I do not put a lot of syrup on my fritters since I am a little leary of it being so harmful to dogs(are we all that different?). This is my only worry. I have had no negative reactions though by using this product. I am very happy to discover Xylitol which came from other people's reviews.",positive,2010-02-28
392209,B0046IDCA2,A1Y23S418988R8,Zanne,1,1,5,My cats love it!,I feed my cats Halo dry food and supplement it with a little of the canned food.  They love it and they are very happy and healthy.  The canned food is amazing - looks and smells like people food.  I've been buying this for years and have no intention of switching to something else.  If you read the labels you'll see how good this stuff is.,positive,2011-07-14
121393,B004074PH8,ADI210N16030Z,msthomas17,0,0,5,cheaper than market,"Cheaper than market, very conveinyant. Don't have to leave the house.The product is wourth it. It is even cheaper than the the big whearhouse stores.",neutral,2012-06-20
462138,B000E199RK,A1U3Q45P6C7O0X,"Cheryl L. Smith ""Tutu""",0,0,5,This is my Passion!,Tazo Passion is my one of my favorite teas.  I was so happy to find it here at a great price.  Always a lovely way to end the day!,positive,2009-02-19
417260,B003D4MGFC,A3BKNXX8QFIXIV,"J. Finkel ""Jack of Trades""",5,5,5,One of the Best Knudsen Spritzers,"I've never been fond of sodas with just corn syrup and artificial flavors.  While, the R.W. Knudsen Spritzers aren't that much healthier, they do taste incredibly delicious.  I've tried many other similar products like izze's sparkling juices, but they can't compete.<br /><br />Most of the R.W. Knudsen spritzers use apple juice or white grape juice along with sparkling water as the main ingredients.  Still the strawberry does have strawberry (and pineapple) juice in it, and the flavor is undeniably strawberry-esque.  They are pretty sweet, but not sickeningly sweet.  Most sodas are probably a little sweeter than these spritzers.<br /><br />I would recommend this strawberry spritzer as my favorite flavor.  I also really like their peach spritzer.  The only one I've disliked has been the Lemon and Lime.",positive,2010-08-27
156751,B0026YDP8C,AMSOUWGUNF93N,MrThrifty,2,2,5,Fast & Easy..,"I have been using these bags for many years.  Me and the wife enjoy a pot of coffee and sometimes make that on the weekend, but we have different schedules and just want a quick cup (or two) in the morning or afternoon.  MY wife likes instant but I cannot stand the taste of it myself.  These bags are a great alternative!<br /><br />- Tastes like brewed coffee<br />- $0.20 a cup with subscribe and save<br />- Fast and convenient. Stick mug with bag and water in microwave for 90 seconds<br />  and dunk a few times when done.  Some people stick them in a small coffee pot,<br />  but I don't need a coffee maker to clean and on the counter, and nuking is faster.<br />- Like flavor and strength more than the Maxwell House<br />- I take them camping or traveling<br />- They stay fresh for a long time with the individual sealed pouches.  Standard<br />  coffee starts to lose freshness once you cut open the big bag.<br /><br />To save room on the wasted space in the box during storage, you can dump them in a gallon ziplock bag and throw the box away.",positive,2011-11-11
433138,B000SATIE6,A3RNCB6QSDKHLB,"P. Green ""P. Green""",1,1,5,No bitter after taste. My favorite tea by far!,This tea is my favorite. Smooth taste. I'm not sure if it is because the tea is caffein free or just my imagination but seems to have a calming affect on me. I have shared my pound bag with friends and everyone loves the tea as well. I am ordering more today :),positive,2011-07-21
390185,B008YA1DZE,A2F6E4MH1IDLFQ,Cheryl Hardy,0,0,5,Really good decaf.,"I'm not big on writing reviews, but since this product has such a wide variety of reviews I thought I'd add my own thoughts.  I was looking for a good, mild decaf coffee for myself and to offer friends in the evening and that is exactly what I received.<br /><br />Does the picture say ""extra bold""? Yes, but everything else about the product in the description says that it's a ""light roast""...not to mention the scathing 1 star reviews stating that it's not extra bold even though the picture says it is. Take an extra 30 seconds next time and read through the description and maybe some reviews before spending your money. That is a technical error and shouldn't be held against the quality of the actual product in the review.<br /><br />Overall I'm very pleased with the coffee as I do not like dark roasts - so if you are like minded, I believe you will enjoy this coffee, and hey - the price is right, too.  There aren't too many k-cups you can get for around .50/cup.",positive,2011-07-05
442247,B001L4EME4,AIK70E6PUZM0T,Gessica Brown,0,2,4,"Great product, great price, but details are a bit misleading....","Our local market sels the San Pell for $2 a can...so this is a GREAT PRICE!  However, I was a bit disappointed when in the discription is said they were glass bottles...however, when they arrived they were cans.",positive,2010-12-27
178192,B001EO5N3K,AHD9X0KLL352K,"Gigs ""Gigs""",1,1,1,Terrible - not worth the postage,"The product was poorly packaged and leaked in the box.  The truffle oil does not have aromas or flavors of truffle.  When I tried to return it, was ubable becasue it is a gourmet item and perishable.  I have tried many truffle oils in the past and I would not cook with this if it was given to me for free.",neutral,2009-11-09
211742,B0049Z1MGI,A3CZB322QPM09B,"C. Soll ""CM""",0,0,4,Pretty good.,"My husband and I tried this product last week, on a whole chicken. My husband did the ""injections"" and he said it was an easy process. We didn't add any additional seasoning, so we could get an idea of how we liked the marinade, itself. We thought it was pretty good! The chicken was very moist and, overall, we liked it. Next time, I think I would add Tony Chachere's Creole seasoning to the exterior of the chicken, for more flavor. We had some in the house but, like I said, we really wanted to see how we liked the marinade. My only complaint is less of a complaint than a tip... be careful not to inject too much marinade in one spot! I took a bite of chicken breast and there was a large bubble of marinade in it. It was not a pleasant sensation!",positive,2011-11-14
101417,B001YJ4XG8,A2XKJ1KX6XUHYP,NYFB,2,6,2,Olives in Water...,"99% of all cans are lined in plastic and leach Bisphenol A, which has been linked to cancer, birth defects, miscarriages, obesity, and insulin resistance, which can lead to Type II diabetes. Refer to the Environmental Working Group report on BPA.<br /><br />I consume olives and these are not large at all. 110 MG sodium for 3 olives are too much so I rinsed these Lindsay olives real well, then placed it in a container with Serrano pepper, garlic, spices and a real good vinegar from Italy, and placed it in refrigerator just like I do with all other brands. These are tasteless compare to other brands I get from Spain. It is pitted which is great but not a strong olive taste at all. Coopolvia Olives are much stronger tasty olives for the same price but regardless you still get that in a can with BPA.",positive,2012-02-09
52009,B002CIL78C,A2Y0CS97KTT2RQ,michael t,0,0,5,cheeseeeee!,the product was just as stated \ the wonderful cheesey taste that only kraft mac and cheese has \ only now it can be shaken onto anything \ popcorn was a given but when i sprinkled it on to my no sauce meatballs i was hooked.,neutral,2011-10-22
360854,B00020HHHC,A32NP43I2BS7LW,"M. Mercado ""Amari M.""",1,1,5,Good price for the quantity :),It came in a timely fashion & it was a good price for the quantity I received. This tea is good for occasional constipation or to help your body along when it feels irregular.,positive,2010-12-15
245010,B001E5E1PA,A2BDZRT9JD38H6,Pamela Sherman,1,1,5,It really is better than milk,"This Vegan soy milk really is better than milk.  It's easy to mix and easy on the stomach for those who are lactose intolerant.  Gluten free with all of the same vitamins as regular milk, and you can mix just enough so it doesn't go bad like regular milk.  I'm hooked!",positive,2009-04-08
374761,B000FDN6Y4,AZUI6YY673GW5,Karen,0,0,4,HCG diet-probably not.,"Delivery was fast and mine weren't broken so they get the stars for that.  I also looked at these for the HCG diet plan BUT they are made with Extra Virgin Olive Oil.  110 calories per 9 pencil sticks.  For that many calories, I would chose something else more satisfying.  They are light and cruncy so good if you have the munchies.",positive,2011-11-16
249280,B004TPKAN4,A1IPKBAP6LOWCR,"Leah ""book fanatic/ Hiddlestoner""",0,0,4,These Ginger Snaps Do Snap Back,"Newman's Own Organics ginger snaps are a fine addition to the cookie world. They boast candied ginger pieces and the traditional spices that go along with the cookie: cinnamon and cloves. Also, organic sugar and flour have been added to the mix.<br /><br />I haven't had ginger snaps in a while, so when I took my first bite, I was bombarded by the tasty flavor. It was like getting punched in the face! The first few bites were actually a little spicy for me, in a good way. I offered some to a few relatives and they agreed that they were delicious. The texture, however, is hard and a bit grainy. Maybe the organic products come into question?<br /><br />These are still a nice little cookie, and I'll be keeping my eye on them in the market. A good holiday treat!",positive,2011-10-27
289515,B0030Z95B2,A38UBKOFR21D8I,Michael J Markic,0,0,5,Handy and useful,"Well made, easy to use and doesn't take a lot of space. Have all your favorite capsules in one handy and convenient location. Good purchase.",positive,2011-09-27
204018,B001QEEXCK,A157NH3OJD4WDG,"Spongebob ""Goofy Goober""",3,3,5,Excellent quality food at an excellent price.,"Canidae is an excellent food that is meat based and is great for people who are looking for a top quality dog food, but don't want to break the bank. I know a lot of people who can not afford dog food that is extremely expensive, and yet they don't want to feed cheap fillers or grain based foods. If you are a person on a tight budget Canidae is worth a try. You will notice a big difference in energy as well as skin and coat. A lot of senior dogs switch to the ALS formula and have more zoomies and more energy than on other lower quality diets. Canidae is worth every penny.",positive,2007-08-14
34090,B00444X8LQ,A3LQU8IB4Z5SKS,J. Reed,4,4,5,Best On The Market,"This Southerner loves to make homemade ""pimento"" cheese.  In fact, I've perfected my recipe over the years, and a restaurant recently asked to add it to their menu. One of the secrets to my recipe is Mario Pimientos, and I've found them superior to anything else on the market. (Pimientos are made from the same pepper that is harvested for paprika.)<br /><br />Mario's pimentos have superior color, flavor, and texture. Additionally, the juice is a deeper red than other brands, and that means additional flavor. (If you need to drain these babies for a recipe, don't pour the juice down the sink. Add it to salad dressing or a Bloody Mary!)<br /><br />Kudos to Amazon for carrying Mario Diced Pimientos. This is a 5-star product, and, if I had five hands, I'd give it 5-thumbs up!",positive,2011-02-22
61374,B001EO5R04,A16KK3YHCWE29C,QF Jane,1,3,3,Not what I expected,"The price + being organic is what drew me in to try the Stash brand... but the taste is nowhere near the Jasmine tea that I can get at my local teashop.<br /><br />I have tried several different ways of brewing, and the sweet jasmine aroma & taste is barely discernible.<br /><br />It is drinkable though, and like I said, the price was very good.  I hope to try the Numi brand next -- I have heard rave reviews about their Jasmine Pearl teas!",positive,2007-09-25
77708,B001LG940E,A15XY6GGKD3B6D,Melissa McCauley,0,1,5,Good Cherry Flavor-Not Too Sweet,"What more to say? I get nauseated by the excessive corn syrup sweetness of most fruit drinks or juices. This one has just the right amount of sweetness, and the package says it is natural. I think the small size is just the right amount to drink and would be perfect for a mixer.",positive,2009-05-18
149415,B005VTYV0K,A1F7SX3GNVBNE3,"Joshua G. Feldman ""Technophile""",0,0,4,"Lithe and balanced, Woodford is a polished sophisticated bourbon.","Woodford Reserve has a cult following and it's easy to understand why: it has a lean, semi-dry, aspect that emphasizes herbal and botanical notes and downplays the resiny fruity ""candy corn""'aspect one often finds in bourbons.  It is sophisticated and grown up hooch for more discriminating palates.<br /><br />Woodford is a lovely medium amber color - darker than Makers or Beam but lighter than lighter than, say Kentucky Spirit or Craig 18.  It's lovely.  Nose is full of toffee walnut and tobacco.  There's some leather and cream too.  First sip opens bright with honeyed corn.  Vanilla notes from oak arrive shortly and the midpalate blooms with herbal and floral aspects that mute the sweetness combined with the leather and tobacco meets toffee aspect.  Finish is medium long and a bit dry with oak vanilla floral qualities and a kiss of distant smoke.  It's a very tasty experience - if lacking the depth of flavor of the very best.  The absence of ""corn likker"" fruitiness is most appreciated.  This is a good bourbon for convincing scotch drinkers to consider bourbon.",positive,2012-01-19
403480,B0054S0YTK,A27FREQMVHI4A3,M. Trowbridge,0,0,5,FANTASTIC!!!,"Never have I used vanilla beans until in the last two weeks.  I found a recipe for Vanilla Pear Jam and wanted to try it out.  After going to the grocery store and having sticker shock at the $15.00 for two beans price I did some research.  I learned that the main difference between grade A and grade B beans is the color of the husk of the bean and that the interior quality isn't really affected by the outer color.  The length of the bean can also be a determinant for grade B vs gourmet or grade A beans.<br /><br />Being skeptical and not wanting to spend money on a ton of beans before I found out if I even liked using vanilla beans I sucked up the $15.00 per two bean price and bought the two beans at the grocery store.  The jam was delicious!  The two store beans were a little dry but still pliable.  But they were not much longer than the six inches advertised for the B grade beans sold by Vanilla Products USA. I wanted to be able to make more jam and give it to friends but not at the price the grocery store was charging.<br /><br />Placed my order on a Wednesday night and had the beans arrive that Saturday.  Impressive shipping time.<br /><br />I then took one of the B grade beans and one of the near gourmet beans (included free as a bonus), slit both and removed the ""caviar"" from the center of each of the two beans.  The quantity of seeds between the two grades was basically equal.  The only reall aesthetic difference I saw was that the near gourmet beans were darker in color and seemed a little more pliable than the grade B beans which were distinctly more brown.<br /><br />I found a website (VanillaReview dot com) which seems to have some great information about vanilla beans to see just why, if the interior of the bean is basically the same, would you pay more for grade A or gourmet beans.  The only thing I found was that they look better in your cooking if your using the whole bean.  I can see and agree with that, if your someone familiar with vanilla beans. But in the small town I live in, I'm not going to be going to a fancy restaurant and my friends that come over thought it was great I was cooking with vanilla beans.<br /><br />We made a small ice cream freezer of vanilla bean ice cream tonight, using the two beans, one gourmet and one B grade that I had split earlier this morning.  The vanilla flavor was incredible.  We compared it to store brand vanilla bean ice cream we had in the freezer and there was no comparison, we like the home made vanilla bean version hands down.  The one thing we all noticed in using the newly delivered vanilla beans for the ice cream was that the vanilla seeds could be felt in your mouth when you let the ice cream melt there.  They gave the ice cream a different textural feeling but if you brushed them against your teeth they popped very much like I have heard that real caviar should.  Delicious.<br /><br />Would I make this purchase again.  ABSOLUTELY!!!  I am completely thrilled with the product that I recieved, the amount of time it took to recieve it in, and the quality of what was delivered.  I'm now looking to see just what other items I can use vanilla beans in.",positive,2012-09-30
381609,B004M120JM,A20RJE1Q9CWJHA,Zach Whitaker,0,0,5,excellent product.,"These cherries are the best i have ever tasted. They are fresh, they are just the right amount of tart. Even though this bag is supposed to be 2 servings,I always eat the whole thing.",positive,2012-08-11
555937,B0001JXDUY,A1WYENUA21U4FN,Deborah Thompson,4,4,1,Poor Quality - Extremely Disappointed,"I purchased 5 pounds of this product directly from Barry Farms for my grandmother's recipe fruitcakes.  I was so disappointed in the quality of what I received.  Of the 5 pounds, 2 pounds was of yellow pineapple that was inedible and had to be discarded.  The pith of the pineapple was used rather than the good part of the fruit.  There was no way I was going to use that in these high quality expensive cakes.  Also, there was a lot of syrup in each tub, so I definitely did not get a pound of fruit. I ended up having to replace the bad pineapple at a local grocery store for twice the cost.  I guess I got what I paid for.  I will not purchase from them again.  I just went to their web-site and there is nothing there.  Maybe they have gone out of business.  If this is an example of their product, I'm not surprised.",negative,2012-01-06
486763,B003D4MEF4,A24TI0FXW07810,ChampagneSipper,0,0,4,Good stuff,"Very drinkable, like the slimmer can design, I take them on the go all the time.",positive,2010-08-28
164705,B00115SAGO,AG8863D1804ZV,"Happy Grandma ""Most blessed""",2,2,3,Made in China,"Sorry to see this product was made in China. After the discovery of the bad dog food from China in addition to other things (lead paint in children's toys), I don't feel completely confident that these treats are not harmful.",negative,2012-02-01
459651,B000YIWN0S,A25UQS17SL5NKZ,"Debra Benick ""deb""",0,0,5,Coco loves these!,I give my dog one of these every day.  She loves them as the toy keeps her busy.  This 75 pack is a real bargain.,positive,2009-12-05
81917,B005GWWGOU,ASWVI5LWR8DO8,"N. Welch ""Momgyver""",1,1,5,"tastes good, works great","One must know that this dieter's tea helps mostly by moving your bowels along.  Be careful at first, or it will be unpleasant!",neutral,2012-07-15
547572,B006HYLW32,A2E3PDH1EWALPH,TuscanGal,0,0,5,Pop Chips - Wow!,"A friend told me about the Pop Chips and how great they were, so I ordered a case of 3 different flavors to share at the office.  With only 100 calories per bag, they make a great mid-afternoon snack!",positive,2011-06-18
259292,B000H7LVKY,A3D9NUCR4RXDPY,Kathleen San Martino,1,1,5,Good Winter Fruit for Oatmeal,These dried cherries are great when no fresh fruit is available in the winter.  I use them in my oatmeal with several other dried fruit.,positive,2007-11-21
351433,B001EO62I0,A16NUBGK6LXQ5G,"Hung L. Lam ""Integrity""",3,6,1,Not good instant coffee,"The package and description of this coffee fools me. From the look of it, I would imagine that it tastes like European coffe like aromatic strong dark but not sour or bitter like French roast. Well, this coffee tasted very bad base on my opinion, it is sour with no pure fresh coffee taste and it is a little stinky! My aunt visited us from France several months back where she brought over some instant coffe which I forgot the name, but this coffee is awsome tasting very close to fresh French roast slow drip brew. I'll post the brand when I remember the name. Tell me if I am wrong if you've had this Bustelo supreme before.",positive,2009-07-21
350664,B002OL2MWM,AB9J0U8TSX8NB,The Critic,0,0,4,Wine aerator,"Very nice item, classy looking and looks good on our bar. I don't drink wine but my wife does and she says the aerator enhances the flavor. A very nice gift for wine lovers",positive,2010-12-24
183713,B000E1DSSQ,A1ASZ8BZFQEOAU,Caroline H. Beard,1,1,5,Menu Staple,"Good Seasons Caesar is the only salad dressing my husband wants, & he eats LOTS of salad. I buy the Zesty Italian for myself; & I experiment with various vinegars, oils & added ingredients in both Caesar & Italian. I've read reviews that reported Good Seasons dry mixes to be the best-tasting salad dressings on the market, & I certainly can't disagree. Amazon is the only place I find these dressings (NEVER in our local grocery stores!).  Its availability in bulk plus free shipping makes it so very convenient to keep in stock, too.  No wonder I go into a panic when I occasionally find that it's out of stock & that I'll be notified by email when it becomes available!  So far, thank Goodness, I've never run completely out before receiving that notice!",positive,2009-12-26
413207,B0014EW4N2,A1KQ49C46NIB4T,"Cram Galis ""ms in nyc""",0,0,4,You're Sure to like....,"I read this thread with interest.  I am a long time chilli lover and in fact bet my first chilli experience was via Campbell's Soups.  They certainly have the distribution no others can claim! I won't disagree with the quality of their product - especially on the nutritional side of things - it is worthy of anyone's survival kit.<br /><br />I make kick ass chilli from scratch so I have a palette for this staple in my kitchen. But if you are not inclined to spend the 90 minutes my home made process takes, here's a tip:  Go to Trader Joe's and grab a can of their Beef Chilli.  I have combined TJ's Beef Chilli over one of TJ's frozen Green Chilli & Cheese tamales, steamed on the stove for 25 minutes and then smothered with the heated Beef Chilli.<br />I diced up some green bell pepper to give it a little crunch, but this is a great taste treat.  Fantastic!<br /><br />TJ's is often high on the sodium content, and in this case they are over the top, (37% MDR!) but since I do not load salt on everything and do not generally consume more than 1800 calories a day on the plate, i figure I'm safe.  Doctor it up a little and you're cooking with gas! Highly recommended.<br /><br />ms",positive,2012-09-12
138024,B00024455A,A3CXO62KU9PORG,Laura,1,1,5,Lime Pickle Relish,"I have been looking all over for this product.  It is wonderful on chicken and pork, and even on a slice of cheese.  It is a family favorite and always a good conversational piece as to what a different taste it has buy how yummy!",positive,2009-07-04
